timestamp,latitude,longitude,altitude
2025-03-14 20:29:04.889681,32.930582296915084,-116.54337849645603,17146.13248642617
2025-03-14 20:30:04.889681,32.33996615756347,-117.14335091523293,16356.983818727853
2025-03-14 20:31:04.889681,32.06985861592817,-116.59738534004516,8008.717434597507
2025-03-14 20:32:04.889681,32.66442491743865,-116.96914838490667,8543.995234466991
2025-03-14 20:33:04.889681,32.12940980758246,-117.15258433205588,5059.317756728575
2025-03-14 20:34:04.889681,32.59558209064957,-117.14584644305232,4076.695553389982
2025-03-14 20:35:04.889681,32.256982828352264,-117.08253014851336,10704.834012977073
2025-03-14 20:36:04.889681,32.24661597524474,-117.28013076864174,11384.898813860029
2025-03-14 20:37:04.889681,32.719912562357734,-116.88402751251371,20101.025940709966
2025-03-14 20:38:04.889681,32.46547806812383,-117.00139182628202,8837.263183376035
2025-03-14 20:39:04.889681,32.88362140675025,-117.14520642044731,12738.030215506653
2025-03-14 20:40:04.889681,32.148749413848364,-117.41102943781834,1699.9695220571994
2025-03-14 20:41:04.889681,32.286425695574444,-116.9852278522436,3236.610180741518
2025-03-14 20:42:04.889681,32.39185291346028,-117.33254269496132,6870.802107175587
2025-03-14 20:43:04.889681,32.90502587163618,-117.16236194477713,7377.043031562407
2025-03-14 20:44:04.889681,32.401375366678025,-117.14460824860058,10199.089667179134
2025-03-14 20:45:04.889681,32.42649466603911,-116.97145419221428,2573.2153665358783
2025-03-14 20:46:04.889681,32.5637326446131,-117.3244643909742,11195.817870606057
2025-03-14 20:47:04.889681,32.53625823307221,-116.81732316334904,17583.895589158186
2025-03-14 20:48:04.889681,32.30177946818108,-117.2175613571331,3111.8975508922194
2025-03-14 20:49:04.889681,32.43074457291481,-117.23651844750754,5530.3271487775455
2025-03-14 20:50:04.889681,32.33242397061324,-116.80900922722427,16965.197418277803
2025-03-14 20:51:04.889681,32.40475231359342,-117.0400414772102,4881.282360257712
2025-03-14 20:52:04.889681,32.54709547706621,-116.8065080852328,5145.47271692472
